player_id,general_rating,general_rd,general_n,hard_rating,hard_rd,hard_n,clay_rating,clay_rd,clay_n,grass_rating,grass_rd,grass_n,full_name
201867,1431.2,293.7,1,1454.1,311.1,1,1500.0,350.0,0,1500.0,350.0,0,Magdalena Kucerova
200617,1431.0,133.3,422,1441.8,142.2,292,1085.4,344.8,49,1579.5,300.1,49,Kimiko Date Krumm
202812,1431.0,189.5,8,1445.5,192.7,8,1500.0,350.0,0,1500.0,350.0,0,Erica Biro
215219,1431.0,100.5,101,1408.7,121.8,58,1465.3,212.1,29,1441.4,260.3,14,Kaja Juvan
202316,1430.8,155.9,11,1316.2,276.4,1,1500.0,350.0,0,1518.4,168.1,10,Maika Ozaki
201548,1430.6,72.5,415,1479.9,98.0,263,1184.8,166.5,102,1251.8,309.5,50,Ajla Tomljanovic
200681,1430.5,89.8,96,1490.1,133.3,50,1399.8,161.3,34,1356.2,326.9,5,Natalia Baudone
211095,1430.4,74.6,224,1339.1,114.8,123,1518.5,148.5,83,1311.5,234.3,18,Bernarda Pera
203533,1430.3,71.4,284,1373.6,123.6,152,1445.9,114.3,117,1001.9,321.4,15,Anna Karolina Schmiedlova
201928,1430.3,209.8,3,1500.0,350.0,0,1339.8,278.5,1,1500.0,350.0,0,Julia Lutrova
201299,1430.2,109.5,29,1255.0,253.2,4,1437.3,130.9,24,1396.1,306.9,1,Celine Beigbeder
200083,1430.0,143.3,214,1418.5,186.0,123,1199.2,268.1,28,1414.7,442.6,29,Alexandra Stevenson
201380,1429.8,84.0,76,1383.4,129.5,45,1431.4,175.0,16,1306.2,239.0,9,Claudine Schaul
200702,1429.5,96.0,92,1423.6,123.4,66,1535.9,219.6,12,1552.2,216.2,10,Naoko Kijimuta
200126,1429.5,82.7,117,1401.1,112.3,78,1535.3,156.3,27,1273.0,316.4,9,Marissa Irvin
200690,1429.5,91.1,102,1420.1,114.2,66,1464.8,238.6,13,1209.3,300.1,7,Kyoko Nagatsuka
204764,1429.1,146.6,12,1500.0,350.0,0,1603.3,179.9,9,1438.1,246.4,3,Lui Li Shen
200078,1428.9,108.5,88,1516.7,166.5,33,1413.6,146.8,40,1323.4,360.0,8,Barbara Schwartz
200586,1428.8,115.4,95,1065.3,319.7,9,1498.3,129.9,84,1302.5,465.7,2,Federica Bonsignori
201535,1428.7,100.8,290,1373.2,142.4,188,1445.2,237.5,37,1446.4,217.3,65,Coco Vandeweghe
201367,1428.6,119.9,190,1293.1,237.9,75,1390.0,144.8,92,1351.2,296.7,21,Arantxa Parra Santonja
200641,1428.5,90.2,120,1305.6,180.1,21,1470.3,119.4,86,1375.7,327.0,4,Patricia Tarabini
201058,1428.4,213.1,4,1500.0,350.0,0,1373.1,264.9,1,1561.1,281.5,2,Agnes Zugasti
202286,1428.0,164.6,10,1510.5,169.3,9,1500.0,350.0,0,1333.0,470.8,1,Elise Tamaela
200050,1427.8,109.7,177,1381.3,135.3,67,1345.9,219.9,67,1268.6,345.9,19,Sandra Kleinova
200010,1427.5,100.1,392,1452.1,126.7,231,1368.6,165.1,93,1466.0,221.9,39,Rita Grande
201329,1427.5,133.9,729,1474.4,144.7,500,1208.9,284.8,154,1346.7,368.6,60,Vera Zvonareva
206404,1427.5,100.2,45,1451.4,152.9,34,1364.1,216.2,7,1424.9,276.2,4,Elizaveta Kulichkova
201031,1427.5,293.4,1,1500.0,350.0,0,1354.9,290.1,1,1500.0,350.0,0,Niurka Sodupe
200045,1427.4,111.5,112,1415.3,135.7,63,1447.5,311.2,25,1383.7,313.7,14,Tara Snyder
201290,1427.3,98.1,820,1395.0,127.4,526,1220.3,238.1,145,1477.4,202.9,104,Daniela Hantuchova
